"X_unit_id","X_worker_id","response"
1203055306,42028610,"yes"
1203055307,35122340,"nw_item"
1203055307,33401262,"ne_item"
1203055307,34990333,"no_item"
1203055307,42274879,"ne_item"
1203055307,40846833,"ne_item"
1203055307,39757191,"yes"
1203055308,35122340,"nw_item"
1203055308,34990333,"no_item"
1203055308,40846833,"ne_item"
1203055308,42028610,"ne_item"
1203055308,36874940,"ne_item"
1203055309,35122340,"nw_item"
1203055309,34990333,"yes"
1203055309,40846833,"nw_item"
1203055309,42028610,"nw_item"
1203055309,36874940,"no_item"
1203055310,35122340,"yes"
1203055310,40963627,"yes"
1203055310,42028610,"yes"
1203055310,39757191,"yes"
1203055310,38845985,"yes"
1203055311,40963627,"yes"
1203055311,33401262,"yes"
1203055311,34990333,"yes"
1203055311,42274879,"yes"
1203055311,40206149,"yes"
1203055311,40846833,"yes"
1203055312,35122340,"yes"
1203055312,33401262,"yes"
1203055312,34990333,"no"
1203055312,40846833,"yes"
1203055312,36874940,"no_item"
1203055313,35122340,"no_item"
1203055313,33401262,"no"
1203055313,34990333,"yes"
1203055313,42274879,"yes"
1203055313,40206149,"yes"
1203055313,40846833,"yes"
1203055314,17797691,"yes"
1203055314,38833704,"yes"
1203055314,42740171,"yes"
1203055314,35122340,"yes"
1203055314,40846833,"nw_item"
1203055314,35794671,"nw_item"
1203055316,41983503,"yes"
1203055316,39151155,"yes"
1203055316,39332461,"yes"
1203055316,21353389,"yes"
1203055316,38082417,"yes"
1203055317,41983503,"yes"
1203055317,39332461,"no_item"
1203055317,39151155,"yes"
1203055317,21353389,"yes"
1203055317,42740171,"yes"
1203055317,38833704,"yes"
1203055318,17797691,"yes"
1203055318,42740171,"yes"
1203055318,38833704,"nw_item"
1203055318,40963627,"nw_item"
1203055318,40846833,"nw_item"
1203055318,34990333,"nw_item"
1203055319,40963627,"nw_item"
1203055319,33401262,"nw_item"
1203055319,34990333,"nw_item"
1203055319,42274879,"nw_item"
1203055319,40206149,"nw_item"
1203055319,40846833,"nw_item"
1203055320,35122340,"nw_item"
1203055320,34990333,"nw_item"
1203055320,40846833,"nw_item"
1203055320,42028610,"nw_item"
1203055320,36874940,"nw_item"
1203055321,42274879,"nw_item"
1203055321,38082417,"nw_item"
1203055321,38845985,"nw_item"
1203055321,36874940,"nw_item"
1203055321,40206149,"nw_item"
1203055321,32256746,"nw_item"
1203055322,35122340,"nw_item"
1203055322,33401262,"nw_item"
1203055322,40963627,"nw_item"
1203055322,42028610,"nw_item"
1203055322,38845985,"nw_item"
1203055323,41983503,"nw_item"
1203055323,39151155,"nw_item"
1203055323,39332461,"nw_item"
1203055323,21353389,"nw_item"
1203055323,38082417,"nw_item"
1203055324,17797691,"yes"
1203055324,38833704,"nw_item"
1203055324,42274879,"nw_item"
1203055324,42028610,"nw_item"
1203055324,39757191,"nw_item"
1203055324,40206149,"nw_item"
1203055325,17797691,"yes"
1203055325,40963627,"nw_item"
1203055325,33401262,"nw_item"
1203055325,42274879,"nw_item"
1203055325,39757191,"nw_item"
1203055325,41719502,"yes"
1203055326,17797691,"yes"
1203055326,38833704,"nw_item"
1203055326,35122340,"nw_item"
1203055326,35794671,"nw_item"
1203055326,42028610,"nw_item"
1203055327,35122340,"nw_item"
1203055327,33401262,"nw_item"
1203055327,34990333,"nw_item"
1203055327,40846833,"nw_item"
1203055327,36874940,"nw_item"
1203055328,42274879,"nw_item"
1203055328,40846833,"nw_item"
1203055328,40206149,"nw_item"
1203055328,38082417,"nw_item"
1203055328,38845985,"nw_item"
1203055329,41983503,"nw_item"
1203055329,39151155,"nw_item"
1203055329,39332461,"nw_item"
1203055329,21353389,"nw_item"
1203055329,42740171,"yes"
1203055329,38833704,"nw_item"
1203055330,42274879,"nw_item"
1203055330,40206149,"nw_item"
1203055330,38082417,"nw_item"
1203055330,38845985,"nw_item"
1203055330,36874940,"nw_item"
1203055330,36874940,"nw_item"
1203055330,32256746,"nw_item"
1203055331,41983503,"nw_item"
1203055331,39151155,"nw_item"
1203055331,39332461,"nw_item"
1203055331,21353389,"nw_item"
1203055331,38082417,"nw_item"
1203055332,17797691,"yes"
1203055332,42740171,"yes"
1203055332,38833704,"nw_item"
1203055332,40963627,"nw_item"
1203055332,40846833,"nw_item"
1203055332,34990333,"nw_item"
1203055333,17797691,"yes"
1203055333,40963627,"nw_item"
1203055333,33401262,"yes"
1203055333,42274879,"yes"
1203055333,39757191,"yes"
1203055333,41719502,"yes"
1203055334,42274879,"nw_item"
1203055334,40206149,"nw_item"
1203055334,38082417,"no_item"
1203055334,38845985,"nw_item"
1203055334,36874940,"nw_item"
1203055334,36874940,"nw_item"
1203055334,32256746,"nw_item"
1203055335,33401262,"nw_item"
1203055335,35122340,"nw_item"
1203055335,34990333,"nw_item"
1203055335,40846833,"nw_item"
1203055335,36874940,"nw_item"
1203055336,17797691,"yes"
1203055336,42740171,"yes"
1203055336,38833704,"nw_item"
1203055336,40963627,"nw_item"
1203055336,40206149,"nw_item"
1203055336,34990333,"nw_item"
1203055337,35122340,"nw_item"
1203055337,40963627,"nw_item"
1203055337,42028610,"nw_item"
1203055337,39757191,"nw_item"
1203055337,38845985,"nw_item"
1203055338,17797691,"yes"
1203055338,42740171,"yes"
1203055338,38833704,"nw_item"
1203055338,40963627,"nw_item"
1203055338,40846833,"nw_item"
1203055338,34990333,"nw_item"
1203055339,17797691,"yes"
1203055339,42740171,"yes"
1203055339,38833704,"nw_item"
1203055339,42028610,"nw_item"
1203055339,40963627,"nw_item"
1203055339,39757191,"nw_item"
1203055340,35122340,"nw_item"
1203055340,40963627,"nw_item"
1203055340,42028610,"nw_item"
1203055340,39757191,"nw_item"
1203055340,38845985,"nw_item"
1203055341,41983503,"nw_item"
1203055341,39151155,"nw_item"
1203055341,39332461,"nw_item"
1203055341,21353389,"nw_item"
1203055341,42740171,"yes"
1203055341,38833704,"nw_item"
1203055342,41983503,"nw_item"
1203055342,39332461,"nw_item"
1203055342,39151155,"nw_item"
1203055342,21353389,"nw_item"
1203055342,38082417,"nw_item"
1203055343,17797691,"yes"
1203055343,40963627,"nw_item"
1203055343,33401262,"nw_item"
1203055343,40206149,"nw_item"
1203055343,41719502,"yes"
1203055344,17797691,"yes"
1203055344,40963627,"nw_item"
1203055344,33401262,"nw_item"
1203055344,42274879,"nw_item"
1203055344,39757191,"nw_item"
1203055344,41719502,"yes"
1203055345,17797691,"yes"
1203055345,40963627,"nw_item"
1203055345,33401262,"nw_item"
1203055345,42274879,"nw_item"
1203055345,39757191,"nw_item"
1203055345,41719502,"yes"
1203055346,17797691,"yes"
1203055346,38833704,"nw_item"
1203055346,35122340,"nw_item"
1203055346,35794671,"nw_item"
1203055346,42028610,"nw_item"
1203055347,17797691,"yes"
1203055347,42740171,"yes"
1203055347,38833704,"nw_item"
1203055347,42028610,"nw_item"
1203055347,40963627,"nw_item"
1203055347,39757191,"nw_item"
1203055348,35122340,"nw_item"
1203055348,33401262,"nw_item"
1203055348,34990333,"nw_item"
1203055348,42274879,"nw_item"
1203055348,40846833,"nw_item"
1203055348,39757191,"nw_item"
1203055349,17797691,"yes"
1203055349,40963627,"nw_item"
1203055349,33401262,"nw_item"
1203055349,42274879,"nw_item"
1203055349,39757191,"nw_item"
1203055349,41719502,"yes"
1203055350,41983503,"nw_item"
1203055350,39332461,"nw_item"
1203055350,39151155,"nw_item"
1203055350,21353389,"nw_item"
1203055350,42740171,"yes"
1203055350,38833704,"nw_item"
1203055351,42274879,"nw_item"
1203055351,38082417,"nw_item"
1203055351,38845985,"nw_item"
1203055351,36874940,"nw_item"
1203055351,40206149,"nw_item"
1203055351,32256746,"nw_item"
1203055352,35122340,"nw_item"
1203055352,34990333,"nw_item"
1203055352,40846833,"nw_item"
1203055352,42028610,"nw_item"
1203055352,36874940,"nw_item"
1203055353,41983503,"nw_item"
1203055353,39332461,"nw_item"
1203055353,39151155,"nw_item"
1203055353,21353389,"nw_item"
1203055353,38082417,"nw_item"
1203055354,33401262,"nw_item"
1203055354,35122340,"nw_item"
1203055354,34990333,"nw_item"
1203055354,40846833,"nw_item"
1203055354,36874940,"nw_item"
1203055355,33401262,"nw_item"
1203055355,42274879,"nw_item"
1203055355,39757191,"nw_item"
1203055355,36874940,"nw_item"
1203055355,40206149,"nw_item"
1203055355,32256746,"nw_item"
1203055356,33401262,"nw_item"
1203055356,42274879,"nw_item"
1203055356,39757191,"nw_item"
1203055356,36874940,"nw_item"
1203055356,40206149,"nw_item"
1203055356,32256746,"nw_item"
1203055357,35122340,"nw_item"
1203055357,33401262,"nw_item"
1203055357,34990333,"nw_item"
1203055357,42274879,"nw_item"
1203055357,40846833,"nw_item"
1203055357,39757191,"nw_item"
1203055358,17797691,"yes"
1203055358,40963627,"nw_item"
1203055358,33401262,"nw_item"
1203055358,42274879,"nw_item"
1203055358,39757191,"nw_item"
1203055358,41719502,"yes"
1203055359,17797691,"yes"
1203055359,42740171,"yes"
1203055359,38833704,"nw_item"
1203055359,40963627,"nw_item"
1203055359,40206149,"nw_item"
1203055359,34990333,"nw_item"
1203055360,33401262,"nw_item"
1203055360,42274879,"nw_item"
1203055360,39757191,"nw_item"
1203055360,36874940,"nw_item"
1203055360,40206149,"nw_item"
1203055360,32256746,"nw_item"
1203055361,17797691,"yes"
1203055361,38833704,"nw_item"
1203055361,42274879,"nw_item"
1203055361,42028610,"nw_item"
1203055361,39757191,"nw_item"
1203055361,40206149,"nw_item"
1203055362,17797691,"yes"
1203055362,42740171,"yes"
1203055362,38833704,"nw_item"
1203055362,40963627,"nw_item"
1203055362,40846833,"nw_item"
1203055362,34990333,"nw_item"
1203055363,17797691,"yes"
1203055363,38833704,"nw_item"
1203055363,35122340,"nw_item"
1203055363,35794671,"nw_item"
1203055363,42028610,"nw_item"
1203055364,41983503,"nw_item"
1203055364,39151155,"nw_item"
1203055364,39332461,"nw_item"
1203055364,21353389,"nw_item"
1203055364,42028610,"nw_item"
1203055365,33401262,"nw_item"
1203055365,42274879,"nw_item"
1203055365,42028610,"nw_item"
1203055365,39757191,"nw_item"
1203055365,36874940,"nw_item"
1203055365,40206149,"nw_item"
1203055365,32256746,"nw_item"
1203055366,42274879,"nw_item"
1203055366,40206149,"nw_item"
1203055366,38082417,"nw_item"
1203055366,38845985,"nw_item"
1203055366,36874940,"nw_item"
1203055366,36874940,"nw_item"
1203055366,32256746,"nw_item"
1203055367,17797691,"yes"
1203055367,42740171,"yes"
1203055367,38833704,"nw_item"
1203055367,42028610,"nw_item"
1203055367,40963627,"nw_item"
1203055367,39757191,"nw_item"
1203055368,17797691,"yes"
1203055368,38833704,"yes"
1203055368,35122340,"yes"
1203055368,35794671,"yes"
1203055368,42028610,"yes"
1203055369,17797691,"yes"
1203055369,42740171,"yes"
1203055369,38833704,"yes"
1203055369,42028610,"yes"
1203055369,40963627,"yes"
1203055369,39757191,"yes"
1203055370,17797691,"yes"
1203055370,38833704,"yes"
1203055370,42740171,"yes"
1203055370,35122340,"nw_item"
1203055370,40846833,"yes"
1203055370,35794671,"no_item"
1203055371,41983503,"yes"
1203055371,39151155,"no_item"
1203055371,39332461,"yes"
1203055371,21353389,"yes"
1203055371,42740171,"yes"
1203055371,38833704,"yes"
1203055372,17797691,"yes"
1203055372,42740171,"yes"
1203055372,38833704,"yes"
1203055372,40963627,"yes"
1203055372,40846833,"no"
1203055372,34990333,"yes"
1203055373,17797691,"yes"
1203055373,40963627,"yes"
1203055373,33401262,"yes"
1203055373,42274879,"no_item"
1203055373,39757191,"yes"
1203055373,41719502,"no_item"
1203055374,17797691,"yes"
1203055374,42740171,"yes"
1203055374,38833704,"yes"
1203055374,42028610,"yes"
1203055374,40963627,"yes"
1203055374,39757191,"yes"
1203055375,41983503,"yes"
1203055375,39151155,"no_item"
1203055375,39332461,"yes"
1203055375,21353389,"yes"
1203055375,42740171,"yes"
1203055375,38833704,"yes"
1203055376,41983503,"yes"
1203055376,39151155,"no_item"
1203055376,39332461,"yes"
1203055376,21353389,"yes"
1203055376,42740171,"yes"
1203055376,38833704,"yes"
1203055377,35122340,"nw_item"
1203055377,33401262,"yes"
1203055377,42274879,"no_property"
1203055377,42028610,"yes"
1203055377,39757191,"yes"
1203055378,41983503,"yes"
1203055378,39332461,"yes"
1203055378,39151155,"no_item"
1203055378,21353389,"yes"
1203055378,38082417,"no_item"
1203055379,35122340,"nw_item"
1203055379,33401262,"yes"
1203055379,34990333,"yes"
1203055379,42274879,"no_property"
1203055379,40846833,"yes"
1203055379,39757191,"yes"
1203055380,17797691,"yes"
1203055380,38833704,"yes"
1203055380,35122340,"nw_item"
1203055380,35794671,"no_item"
1203055380,42028610,"yes"
1203055381,17797691,"yes"
1203055381,42740171,"yes"
1203055381,38833704,"yes"
1203055381,40963627,"yes"
1203055381,40846833,"yes"
1203055381,34990333,"yes"
1203055383,35122340,"nw_item"
1203055383,33401262,"yes"
1203055383,34990333,"yes"
1203055383,42274879,"no_property"
1203055383,40206149,"yes"
1203055383,40846833,"yes"
1203055384,42274879,"no_property"
1203055384,40846833,"yes"
1203055384,40206149,"yes"
1203055384,38082417,"no_item"
1203055384,38845985,"yes"
1203055435,39557143,"no_item"
1203055435,40192658,"yes"
1203055435,40416348,"yes"
1203055435,40862285,"yes"
1203055435,35371189,"yes"
1203055436,42444728,"yes"
1203055436,35154350,"yes"
1203055436,39873791,"yes"
1203055436,38864171,"yes"
1203055436,39313632,"yes"
1203055437,40005205,"yes"
1203055437,39313632,"yes"
1203055437,39873791,"yes"
1203055437,42444184,"yes"
1203055437,31683203,"yes"
1203055438,40193339,"yes"
1203055438,42128132,"yes"
1203055438,37163580,"no_property"
1203055438,39313632,"yes"
1203055438,32073845,"no"
1203055439,42480760,"no_item"
1203055439,42444014,"yes"
1203055439,40193339,"no_item"
1203055439,40270828,"yes"
1203055439,31651896,"yes"
1203055440,40193339,"yes"
1203055440,42128132,"yes"
1203055440,37163580,"no_property"
1203055440,39313632,"yes"
1203055440,32073845,"no"
1203055441,39560241,"no_item"
1203055441,13396426,"yes"
1203055441,39538622,"yes"
1203055441,40678288,"no_property"
1203055441,30286087,"no_property"
1203055442,39301476,"no_item"
1203055442,40678288,"yes"
1203055442,30286087,"no_property"
1203055442,31651896,"yes"
1203055442,42480760,"no_item"
1203055443,41260847,"yes"
1203055443,41249769,"yes"
1203055443,40621591,"yes"
1203055443,41393349,"yes"
1203055443,40263699,"no"
1203055444,39869503,"ne_item"
1203055444,35371189,"yes"
1203055444,32073845,"no"
1203055444,25864227,"no_property"
1203055444,40192658,"yes"
1203055445,39557143,"yes"
1203055445,35154350,"yes"
1203055445,40192658,"yes"
1203055445,42444350,"yes"
1203055445,37725770,"no_property"
1203055446,40240571,"yes"
1203055446,42128132,"yes"
1203055446,42444728,"yes"
1203055446,37163580,"no_property"
1203055446,40862285,"yes"
1203055447,42009961,"yes"
1203055447,41949979,"nw_item"
1203055447,41875181,"no_item"
1203055447,41944701,"yes"
1203055447,36401048,"no_property"
1203055448,40005205,"yes"
1203055448,39313632,"yes"
1203055448,39873791,"yes"
1203055448,42444184,"yes"
1203055448,31683203,"no"
1203055449,39301476,"no_item"
1203055449,40678288,"yes"
1203055449,30286087,"no_property"
1203055449,31651896,"yes"
1203055449,42480760,"no_item"
1203055450,40193339,"yes"
1203055450,42128132,"yes"
1203055450,40270828,"no_item"
1203055450,25864227,"no_property"
1203055450,41842144,"yes"
1203055451,38864171,"yes"
1203055451,37725770,"no_property"
1203055451,40862285,"yes"
1203055451,42444184,"yes"
1203055451,39185264,"no"
1203055452,39560241,"no_item"
1203055452,13396426,"yes"
1203055452,39538622,"yes"
1203055452,40678288,"no_property"
1203055452,30286087,"no_property"
1203055453,40005205,"yes"
1203055453,31683203,"yes"
1203055453,40260451,"yes"
1203055453,41949979,"nw_item"
1203055453,7344788,"yes"
1203055454,39557143,"no_item"
1203055454,35154350,"yes"
1203055454,35371189,"yes"
1203055454,39185264,"yes"
1203055454,40194500,"no_item"
1203055455,40621591,"yes"
1203055455,38713068,"no_property"
1203055455,40263699,"no"
1203055455,37665981,"no_item"
1203055455,41393349,"no_property"
1203055456,42009961,"yes"
1203055456,41944701,"no_item"
1203055456,41925666,"yes"
1203055456,39881364,"yes"
1203055456,7344788,"yes"
1203055457,34630521,"no_item"
1203055457,41260847,"yes"
1203055457,39751618,"yes"
1203055457,41249769,"yes"
1203055457,40621591,"yes"
1203055459,40621591,"yes"
1203055459,32655193,"yes"
1203055459,40263699,"no"
1203055459,38713068,"yes"
1203055459,41393349,"yes"
1203055460,42444728,"yes"
1203055460,35154350,"yes"
1203055460,39873791,"yes"
1203055460,38864171,"yes"
1203055460,39313632,"yes"
1203055461,40005205,"yes"
1203055461,31683203,"yes"
1203055461,40260451,"yes"
1203055461,41949979,"nw_item"
1203055461,7344788,"yes"
1203055462,40193339,"no_item"
1203055462,42128132,"yes"
1203055462,37163580,"no_property"
1203055462,39313632,"yes"
1203055462,32073845,"no"
1203055463,31683203,"yes"
1203055463,42009620,"yes"
1203055463,40260451,"yes"
1203055463,38012668,"no_property"
1203055463,41944701,"yes"
1203055464,38674627,"yes"
1203055464,13396426,"yes"
1203055464,39301476,"no_item"
1203055464,31651896,"yes"
1203055464,41842144,"yes"
1203055465,40270828,"no_item"
1203055465,42128132,"yes"
1203055465,35371189,"yes"
1203055465,25864227,"no_property"
1203055465,40416348,"yes"
1203055466,40193339,"yes"
1203055466,42128132,"yes"
1203055466,40270828,"no_item"
1203055466,25864227,"no_property"
1203055466,41842144,"yes"
1203055467,39557143,"no_item"
1203055467,35154350,"yes"
1203055467,35371189,"yes"
1203055467,39185264,"yes"
1203055467,40194500,"no_item"
1203055468,40621591,"no_item"
1203055468,32655193,"yes"
1203055468,40263699,"no"
1203055468,38713068,"yes"
1203055468,41393349,"yes"
1203055469,42480760,"no_item"
1203055469,39955691,"yes"
1203055469,31651896,"yes"
1203055469,40270828,"no_item"
1203055469,40240571,"yes"
1203055470,40240571,"yes"
1203055470,41842144,"yes"
1203055470,30286087,"no_property"
1203055470,37163580,"no_property"
1203055470,42444728,"yes"
1203055471,34630521,"no_item"
1203055471,41260847,"yes"
1203055471,39751618,"yes"
1203055471,41249769,"yes"
1203055471,40621591,"yes"
1203055472,41260847,"yes"
1203055472,41249769,"yes"
1203055472,40621591,"yes"
1203055472,41393349,"no"
1203055472,40263699,"no"
1203055473,13396426,"yes"
1203055473,40678288,"yes"
1203055473,42414846,"yes"
1203055473,39538622,"yes"
1203055473,39955691,"yes"
1203055473,40240571,"yes"
1203055474,38674627,"yes"
1203055474,40678288,"yes"
1203055474,39560241,"no_item"
1203055474,39955691,"yes"
1203055474,40193339,"no_item"
1203055475,40270828,"yes"
1203055475,42128132,"yes"
1203055475,35371189,"no"
1203055475,25864227,"yes"
1203055475,40416348,"yes"
1203055476,40240571,"yes"
1203055476,42128132,"yes"
1203055476,42444728,"yes"
1203055476,37163580,"no_property"
1203055476,40862285,"no"
1203055477,40240571,"yes"
1203055477,41842144,"no"
1203055477,30286087,"no_property"
1203055477,37163580,"no_property"
1203055477,42444728,"yes"
1203055478,38864171,"yes"
1203055478,40192658,"yes"
1203055478,32073845,"no"
1203055478,39185264,"yes"
1203055478,40194500,"no_item"
1203055479,40193339,"yes"
1203055479,42128132,"yes"
1203055479,40270828,"no_item"
1203055479,25864227,"no"
1203055479,41842144,"no"
1203055480,39557143,"no_item"
1203055480,35154350,"yes"
1203055480,40192658,"yes"
1203055480,42444350,"yes"
1203055480,37725770,"yes"
1203055481,13396426,"yes"
1203055481,40678288,"yes"
1203055481,42414846,"yes"
1203055481,39538622,"yes"
1203055481,39955691,"yes"
1203055481,40240571,"yes"
1203055482,40193339,"yes"
1203055482,42128132,"yes"
1203055482,40270828,"no_item"
1203055482,25864227,"no"
1203055482,41842144,"no"
1203055483,34630521,"no_item"
1203055483,41260847,"yes"
1203055483,39751618,"yes"
1203055483,41249769,"yes"
1203055483,40621591,"yes"
1203055484,42480760,"no_item"
1203055484,42444014,"yes"
1203055484,40193339,"yes"
1203055484,40270828,"yes"
1203055484,31651896,"yes"
1203055485,34630521,"no_item"
1203055485,41260847,"yes"
1203055485,39751618,"yes"
1203055485,41249769,"yes"
1203055485,40621591,"yes"
1203055486,39696057,"yes"
1203055486,40862285,"no"
1203055486,39873791,"yes"
1203055486,42009620,"yes"
1203055486,40260451,"yes"
1203055487,38864171,"yes"
1203055487,40192658,"yes"
1203055487,32073845,"no"
1203055487,39185264,"yes"
1203055487,40194500,"yes"
1203055488,40005205,"yes"
1203055488,40260451,"no"
1203055488,31683203,"yes"
1203055488,41949979,"nw_item"
1203055488,7344788,"no"
1203055489,40416348,"yes"
1203055489,40194500,"yes"
1203055489,42444350,"yes"
1203055489,39873613,"yes"
1203055489,41875181,"yes"
1203055490,40193339,"no_item"
1203055490,42128132,"yes"
1203055490,37163580,"no_property"
1203055490,39313632,"yes"
1203055490,32073845,"no"
1203055491,39696057,"yes"
1203055491,40005205,"yes"
1203055491,42444184,"yes"
1203055491,39185264,"no_item"
1203055491,42009620,"yes"
1203055492,38674627,"no"
1203055492,40678288,"no"
1203055492,39560241,"no_item"
1203055492,39955691,"yes"
1203055492,40193339,"yes"
1203055493,41260847,"yes"
1203055493,41249769,"yes"
1203055493,40621591,"yes"
1203055493,41393349,"no"
1203055493,40263699,"no"
1203055495,39560241,"no_item"
1203055495,13396426,"yes"
1203055495,39538622,"yes"
1203055495,40678288,"no"
1203055495,30286087,"no_property"
1203055496,40005205,"yes"
1203055496,31683203,"yes"
1203055496,40260451,"no"
1203055496,41949979,"nw_item"
1203055496,38012668,"no"
1203055497,38845985,"yes"
1203055497,34630521,"no_item"
1203055497,41260847,"yes"
1203055497,39751618,"yes"
1203055497,40263699,"no"
1203055498,40270828,"yes"
1203055498,42128132,"yes"
1203055498,35371189,"no"
1203055498,25864227,"no"
1203055498,40416348,"yes"
1203055499,42009620,"yes"
1203055499,41949979,"nw_item"
1203055499,38012668,"no_item"
1203055499,41875181,"yes"
1203055499,42009961,"no_property"
1203055500,40621591,"yes"
1203055500,38713068,"yes"
1203055500,40263699,"no"
1203055500,37665981,"no_item"
1203055500,41393349,"no"
1203055501,39557143,"no_item"
1203055501,37163580,"no_property"
1203055501,35154350,"yes"
1203055501,25864227,"no"
1203055501,39714350,"yes"
1203055502,42009961,"yes"
1203055502,41949979,"nw_item"
1203055502,41875181,"yes"
1203055502,41944701,"yes"
1203055502,36401048,"yes"
1203055503,40270828,"no_item"
1203055503,42128132,"yes"
1203055503,35371189,"no"
1203055503,25864227,"no"
1203055503,40416348,"yes"
1203055504,39696057,"yes"
1203055504,40862285,"no"
1203055504,39873791,"yes"
1203055504,42009620,"yes"
1203055504,40260451,"yes"
1203055505,38845985,"yes"
1203055505,34630521,"no_item"
1203055505,41260847,"yes"
1203055505,39751618,"yes"
1203055505,40263699,"no"
1203055506,40005205,"yes"
1203055506,31683203,"yes"
1203055506,42009620,"yes"
1203055506,41949979,"nw_item"
1203055506,38012668,"no"
1203055507,39696057,"yes"
1203055507,40862285,"no"
1203055507,39873791,"yes"
1203055507,42009620,"yes"
1203055507,40260451,"yes"
1203055508,13396426,"yes"
1203055508,40678288,"no"
1203055508,42414846,"yes"
1203055508,39538622,"yes"
1203055508,39955691,"yes"
1203055508,40240571,"yes"
1203055509,40240571,"yes"
1203055509,41842144,"no"
1203055509,30286087,"no_property"
1203055509,37163580,"no_property"
1203055509,42444728,"yes"
1203055510,39696057,"yes"
1203055510,40005205,"yes"
1203055510,42444184,"yes"
1203055510,39185264,"yes"
1203055510,42009620,"yes"
1203055511,34630521,"no_item"
1203055511,41260847,"yes"
1203055511,39751618,"yes"
1203055511,41249769,"yes"
1203055511,40621591,"yes"
1203055512,40193339,"yes"
1203055512,42128132,"yes"
1203055512,37163580,"no_property"
1203055512,39313632,"yes"
1203055512,32073845,"no"
1203055513,34630521,"no_item"
1203055513,41260847,"yes"
1203055513,39751618,"yes"
1203055513,41249769,"yes"
1203055513,38713068,"yes"
1203055514,40240571,"yes"
